event_id,order_id,estacion,ts_inicio,ts_fin,duracion_real_min,turno
PRD00000575,ORD000144,ASSEMBLY,2025-01-05 19:48:00,2025-01-05 23:26:00,218,B
PRD00000576,ORD000144,EOL,2025-01-05 23:40:00,2025-01-06 00:37:00,57,C
PRD00000577,ORD000145,BODY,2025-01-05 18:32:00,2025-01-05 20:50:00,138,B
PRD00000578,ORD000145,PAINT,2025-01-05 21:06:00,2025-01-05 22:43:00,97,B
PRD00000579,ORD000145,ASSEMBLY,2025-01-05 22:49:00,2025-01-06 02:44:00,235,C
PRD00000580,ORD000145,EOL,2025-01-06 03:03:00,2025-01-06 03:57:00,54,C
PRD00000581,ORD000146,BODY,2025-01-05 23:57:00,2025-01-06 01:34:00,97,C
PRD00000582,ORD000146,PAINT,2025-01-06 01:43:00,2025-01-06 03:32:00,109,C
PRD00000583,ORD000146,ASSEMBLY,2025-01-06 03:35:00,2025-01-06 06:36:00,181,C
PRD00000584,ORD000146,EOL,2025-01-06 06:55:00,2025-01-06 07:35:00,40,A
PRD00000585,ORD000147,BODY,2025-01-05 06:41:00,2025-01-05 08:26:00,105,A
PRD00000586,ORD000147,PAINT,2025-01-05 08:39:00,2025-01-05 10:19:00,100,A
PRD00000587,ORD000147,ASSEMBLY,2025-01-05 10:33:00,2025-01-05 12:44:00,131,A
PRD00000588,ORD000147,EOL,2025-01-05 13:02:00,2025-01-05 13:45:00,43,A
PRD00000589,ORD000148,BODY,2025-01-05 03:09:00,2025-01-05 04:28:00,79,C
PRD00000590,ORD000148,PAINT,2025-01-05 04:42:00,2025-01-05 06:40:00,118,C
PRD00000591,ORD000148,ASSEMBLY,2025-01-05 06:46:00,2025-01-05 09:30:00,164,A
PRD00000592,ORD000148,EOL,2025-01-05 09:33:00,2025-01-05 10:07:00,34,A
PRD00000593,ORD000149,BODY,2025-01-05 21:45:00,2025-01-05 23:32:00,107,B
PRD00000594,ORD000149,PAINT,2025-01-05 23:50:00,2025-01-06 01:32:00,102,C
PRD00000595,ORD000149,ASSEMBLY,2025-01-06 01:37:00,2025-01-06 05:33:00,236,C
PRD00000596,ORD000149,EOL,2025-01-06 05:52:00,2025-01-06 06:57:00,65,C
PRD00000597,ORD000150,BODY,2025-01-06 01:58:00,2025-01-06 03:34:00,96,C
PRD00000598,ORD000150,PAINT,2025-01-06 03:46:00,2025-01-06 05:39:00,113,C
PRD00000599,ORD000150,ASSEMBLY,2025-01-06 05:58:00,2025-01-06 09:50:00,232,C
PRD00000600,ORD000150,EOL,2025-01-06 10:05:00,2025-01-06 11:05:00,60,A
PRD00000601,ORD000151,BODY,2025-01-05 02:55:00,2025-01-05 04:52:00,117,C
PRD00000602,ORD000151,PAINT,2025-01-05 05:13:00,2025-01-05 07:04:00,111,C
PRD00000603,ORD000151,ASSEMBLY,2025-01-05 07:25:00,2025-01-05 11:14:00,229,A
PRD00000604,ORD000151,EOL,2025-01-05 11:35:00,2025-01-05 12:26:00,51,A
PRD00000605,ORD000152,BODY,2025-01-05 07:56:00,2025-01-05 09:58:00,122,A
PRD00000606,ORD000152,PAINT,2025-01-05 10:06:00,2025-01-05 11:47:00,101,A
PRD00000607,ORD000152,ASSEMBLY,2025-01-05 12:04:00,2025-01-05 15:24:00,200,A
PRD00000608,ORD000152,EOL,2025-01-05 15:27:00,2025-01-05 16:03:00,36,B
PRD00000609,ORD000153,BODY,2025-01-05 14:09:00,2025-01-05 16:16:00,127,B
PRD00000610,ORD000153,PAINT,2025-01-05 16:24:00,2025-01-05 18:08:00,104,B
PRD00000611,ORD000153,ASSEMBLY,2025-01-05 18:13:00,2025-01-05 22:33:00,260,B
PRD00000612,ORD000153,EOL,2025-01-05 22:48:00,2025-01-05 23:30:00,42,C
PRD00000613,ORD000154,BODY,2025-01-05 10:17:00,2025-01-05 11:50:00,93,A
PRD00000614,ORD000154,PAINT,2025-01-05 12:04:00,2025-01-05 14:00:00,116,A
PRD00000615,ORD000154,ASSEMBLY,2025-01-05 14:05:00,2025-01-05 18:10:00,245,B
PRD00000616,ORD000154,EOL,2025-01-05 18:15:00,2025-01-05 18:52:00,37,B
PRD00000617,ORD000155,BODY,2025-01-05 03:01:00,2025-01-05 04:34:00,93,C
PRD00000618,ORD000155,PAINT,2025-01-05 04:52:00,2025-01-05 06:33:00,101,C
PRD00000619,ORD000155,ASSEMBLY,2025-01-05 06:36:00,2025-01-05 10:10:00,214,A
PRD00000620,ORD000155,EOL,2025-01-05 10:13:00,2025-01-05 11:07:00,54,A
PRD00000621,ORD000156,BODY,2025-01-05 08:22:00,2025-01-05 10:05:00,103,A
PRD00000622,ORD000156,PAINT,2025-01-05 10:21:00,2025-01-05 12:05:00,104,A
PRD00000623,ORD000156,ASSEMBLY,2025-01-05 12:21:00,2025-01-05 15:41:00,200,A
PRD00000624,ORD000156,EOL,2025-01-05 15:45:00,2025-01-05 16:35:00,50,B
PRD00000625,ORD000157,BODY,2025-01-06 00:42:00,2025-01-06 02:28:00,106,C
PRD00000626,ORD000157,PAINT,2025-01-06 02:32:00,2025-01-06 04:19:00,107,C
PRD00000627,ORD000157,ASSEMBLY,2025-01-06 04:31:00,2025-01-06 07:31:00,180,C
PRD00000628,ORD000157,EOL,2025-01-06 07:44:00,2025-01-06 08:19:00,35,A
PRD00000629,ORD000158,BODY,2025-01-05 18:08:00,2025-01-05 20:08:00,120,B
PRD00000630,ORD000158,PAINT,2025-01-05 20:14:00,2025-01-05 22:18:00,124,B
PRD00000631,ORD000158,ASSEMBLY,2025-01-05 22:23:00,2025-01-06 02:29:00,246,C
PRD00000632,ORD000158,EOL,2025-01-06 02:37:00,2025-01-06 03:26:00,49,C
PRD00000633,ORD000159,BODY,2025-01-05 20:39:00,2025-01-05 22:20:00,101,B
PRD00000634,ORD000159,PAINT,2025-01-05 22:24:00,2025-01-06 00:12:00,108,C
PRD00000635,ORD000159,ASSEMBLY,2025-01-06 00:29:00,2025-01-06 04:14:00,225,C
PRD00000636,ORD000159,EOL,2025-01-06 04:26:00,2025-01-06 05:12:00,46,C
PRD00000637,ORD000160,BODY,2025-01-05 17:50:00,2025-01-05 19:29:00,99,B
PRD00000638,ORD000160,PAINT,2025-01-05 19:42:00,2025-01-05 21:30:00,108,B
PRD00000639,ORD000160,ASSEMBLY,2025-01-05 21:40:00,2025-01-06 00:36:00,176,B
PRD00000640,ORD000160,EOL,2025-01-06 00:46:00,2025-01-06 01:16:00,30,C
PRD00000641,ORD000161,BODY,2025-01-06 02:32:00,2025-01-06 04:03:00,91,C
PRD00000642,ORD000161,PAINT,2025-01-06 04:19:00,2025-01-06 05:56:00,97,C
PRD00000643,ORD000161,ASSEMBLY,2025-01-06 06:04:00,2025-01-06 10:38:00,274,A
PRD00000644,ORD000161,EOL,2025-01-06 10:51:00,2025-01-06 11:29:00,38,A
PRD00000645,ORD000162,BODY,2025-01-06 01:08:00,2025-01-06 02:57:00,109,C
PRD00000646,ORD000162,PAINT,2025-01-06 03:01:00,2025-01-06 05:13:00,132,C
PRD00000647,ORD000162,ASSEMBLY,2025-01-06 05:27:00,2025-01-06 09:44:00,257,C
PRD00000648,ORD000162,EOL,2025-01-06 09:58:00,2025-01-06 10:52:00,54,A
PRD00000649,ORD000163,BODY,2025-01-05 06:51:00,2025-01-05 08:52:00,121,A
PRD00000650,ORD000163,PAINT,2025-01-05 09:08:00,2025-01-05 10:49:00,101,A
PRD00000651,ORD000163,ASSEMBLY,2025-01-05 10:58:00,2025-01-05 14:57:00,239,A
PRD00000652,ORD000163,EOL,2025-01-05 15:12:00,2025-01-05 16:06:00,54,B
PRD00000653,ORD000164,BODY,2025-01-06 01:23:00,2025-01-06 02:42:00,79,C
PRD00000654,ORD000164,PAINT,2025-01-06 02:48:00,2025-01-06 04:51:00,123,C
PRD00000655,ORD000164,ASSEMBLY,2025-01-06 05:11:00,2025-01-06 09:47:00,276,C
PRD00000656,ORD000164,EOL,2025-01-06 09:55:00,2025-01-06 10:50:00,55,A
PRD00000657,ORD000165,BODY,2025-01-06 01:01:00,2025-01-06 02:52:00,111,C
PRD00000658,ORD000165,PAINT,2025-01-06 03:13:00,2025-01-06 04:41:00,88,C
PRD00000659,ORD000165,ASSEMBLY,2025-01-06 05:00:00,2025-01-06 08:57:00,237,C
PRD00000660,ORD000165,EOL,2025-01-06 09:03:00,2025-01-06 09:45:00,42,A
PRD00000661,ORD000166,BODY,2025-01-05 10:15:00,2025-01-05 12:07:00,112,A
PRD00000662,ORD000166,PAINT,2025-01-05 12:23:00,2025-01-05 13:55:00,92,A
PRD00000663,ORD000166,ASSEMBLY,2025-01-05 14:05:00,2025-01-05 17:26:00,201,B
PRD00000664,ORD000166,EOL,2025-01-05 17:33:00,2025-01-05 18:18:00,45,B
PRD00000665,ORD000167,BODY,2025-01-05 06:23:00,2025-01-05 07:49:00,86,A
PRD00000666,ORD000167,PAINT,2025-01-05 07:55:00,2025-01-05 09:55:00,120,A
PRD00000667,ORD000167,ASSEMBLY,2025-01-05 10:10:00,2025-01-05 14:38:00,268,A
PRD00000668,ORD000167,EOL,2025-01-05 14:42:00,2025-01-05 15:32:00,50,B
PRD00000669,ORD000168,BODY,2025-01-05 15:02:00,2025-01-05 16:44:00,102,B
PRD00000670,ORD000168,PAINT,2025-01-05 16:47:00,2025-01-05 18:37:00,110,B
PRD00000671,ORD000168,ASSEMBLY,2025-01-05 18:44:00,2025-01-05 22:26:00,222,B
PRD00000672,ORD000168,EOL,2025-01-05 22:39:00,2025-01-05 23:36:00,57,C
PRD00000673,ORD000169,BODY,2025-01-05 14:36:00,2025-01-05 16:32:00,116,B
PRD00000674,ORD000169,PAINT,2025-01-05 16:38:00,2025-01-05 18:00:00,82,B
PRD00000675,ORD000169,ASSEMBLY,2025-01-05 18:11:00,2025-01-05 21:08:00,177,B
PRD00000676,ORD000169,EOL,2025-01-05 21:22:00,2025-01-05 21:59:00,37,B
PRD00000677,ORD000170,BODY,2025-01-05 09:59:00,2025-01-05 11:58:00,119,A
PRD00000678,ORD000170,PAINT,2025-01-05 12:01:00,2025-01-05 14:09:00,128,A
PRD00000679,ORD000170,ASSEMBLY,2025-01-05 14:25:00,2025-01-05 18:23:00,238,B
PRD00000680,ORD000170,EOL,2025-01-05 18:41:00,2025-01-05 19:22:00,41,B
PRD00000681,ORD000171,BODY,2025-01-05 07:24:00,2025-01-05 08:44:00,80,A
PRD00000682,ORD000171,PAINT,2025-01-05 09:04:00,2025-01-05 10:53:00,109,A
PRD00000683,ORD000171,ASSEMBLY,2025-01-05 11:02:00,2025-01-05 14:43:00,221,A
PRD00000684,ORD000171,EOL,2025-01-05 15:01:00,2025-01-05 15:42:00,41,B
PRD00000685,ORD000172,BODY,2025-01-05 04:31:00,2025-01-05 06:07:00,96,C
PRD00000686,ORD000172,PAINT,2025-01-05 06:21:00,2025-01-05 07:51:00,90,A
PRD00000687,ORD000172,ASSEMBLY,2025-01-05 08:06:00,2025-01-05 11:59:00,233,A
PRD00000688,ORD000172,EOL,2025-01-05 12:06:00,2025-01-05 12:43:00,37,A
PRD00000689,ORD000173,BODY,2025-01-05 13:50:00,2025-01-05 15:38:00,108,A
PRD00000690,ORD000173,PAINT,2025-01-05 15:53:00,2025-01-05 17:34:00,101,B
PRD00000691,ORD000173,ASSEMBLY,2025-01-05 17:37:00,2025-01-05 20:12:00,155,B
PRD00000692,ORD000173,EOL,2025-01-05 20:30:00,2025-01-05 21:20:00,50,B
PRD00000693,ORD000174,BODY,2025-01-06 03:23:00,2025-01-06 05:07:00,104,C
PRD00000694,ORD000174,PAINT,2025-01-06 05:10:00,2025-01-06 07:23:00,133,C
PRD00000695,ORD000174,ASSEMBLY,2025-01-06 07:44:00,2025-01-06 11:02:00,198,A
PRD00000696,ORD000174,EOL,2025-01-06 11:20:00,2025-01-06 12:07:00,47,A
PRD00000697,ORD000175,BODY,2025-01-05 17:31:00,2025-01-05 19:02:00,91,B
PRD00000698,ORD000175,PAINT,2025-01-05 19:07:00,2025-01-05 20:48:00,101,B
PRD00000699,ORD000175,ASSEMBLY,2025-01-05 20:53:00,2025-01-06 00:03:00,190,B
PRD00000700,ORD000175,EOL,2025-01-06 00:14:00,2025-01-06 00:54:00,40,C
PRD00000701,ORD000176,BODY,2025-01-06 12:05:00,2025-01-06 13:42:00,97,A
PRD00000702,ORD000176,PAINT,2025-01-06 13:45:00,2025-01-06 15:47:00,122,A
PRD00000703,ORD000176,ASSEMBLY,2025-01-06 15:56:00,2025-01-06 19:40:00,224,B
PRD00000704,ORD000176,EOL,2025-01-06 19:51:00,2025-01-06 20:44:00,53,B
PRD00000705,ORD000177,BODY,2025-01-06 07:41:00,2025-01-06 09:30:00,109,A
PRD00000706,ORD000177,PAINT,2025-01-06 09:47:00,2025-01-06 11:24:00,97,A
PRD00000707,ORD000177,ASSEMBLY,2025-01-06 11:43:00,2025-01-06 14:54:00,191,A
PRD00000708,ORD000177,EOL,2025-01-06 14:59:00,2025-01-06 15:27:00,28,B
PRD00000709,ORD000178,BODY,2025-01-06 18:30:00,2025-01-06 20:20:00,110,B
PRD00000710,ORD000178,PAINT,2025-01-06 20:40:00,2025-01-06 21:52:00,72,B
PRD00000711,ORD000178,ASSEMBLY,2025-01-06 22:06:00,2025-01-07 00:31:00,145,C
PRD00000712,ORD000178,EOL,2025-01-07 00:42:00,2025-01-07 01:10:00,28,C
PRD00000713,ORD000179,BODY,2025-01-07 01:15:00,2025-01-07 02:48:00,93,C
PRD00000714,ORD000179,PAINT,2025-01-07 02:58:00,2025-01-07 04:40:00,102,C
PRD00000715,ORD000179,ASSEMBLY,2025-01-07 04:44:00,2025-01-07 08:11:00,207,C
PRD00000716,ORD000179,EOL,2025-01-07 08:25:00,2025-01-07 08:59:00,34,A
PRD00000717,ORD000180,BODY,2025-01-07 02:09:00,2025-01-07 03:24:00,75,C
PRD00000718,ORD000180,PAINT,2025-01-07 03:36:00,2025-01-07 05:17:00,101,C
PRD00000719,ORD000180,ASSEMBLY,2025-01-07 05:38:00,2025-01-07 10:22:00,284,C
PRD00000720,ORD000180,EOL,2025-01-07 10:35:00,2025-01-07 11:32:00,57,A
PRD00000721,ORD000181,BODY,2025-01-07 00:21:00,2025-01-07 02:08:00,107,C
PRD00000722,ORD000181,PAINT,2025-01-07 02:19:00,2025-01-07 04:22:00,123,C
PRD00000723,ORD000181,ASSEMBLY,2025-01-07 04:28:00,2025-01-07 07:16:00,168,C
PRD00000724,ORD000181,EOL,2025-01-07 07:31:00,2025-01-07 08:14:00,43,A
PRD00000725,ORD000182,BODY,2025-01-06 11:18:00,2025-01-06 12:48:00,90,A
PRD00000726,ORD000182,PAINT,2025-01-06 12:55:00,2025-01-06 14:15:00,80,A
PRD00000727,ORD000182,ASSEMBLY,2025-01-06 14:19:00,2025-01-06 17:38:00,199,B
PRD00000728,ORD000182,EOL,2025-01-06 17:53:00,2025-01-06 18:43:00,50,B
PRD00000729,ORD000183,BODY,2025-01-06 10:01:00,2025-01-06 12:09:00,128,A
PRD00000730,ORD000183,PAINT,2025-01-06 12:18:00,2025-01-06 13:45:00,87,A
PRD00000731,ORD000183,ASSEMBLY,2025-01-06 13:50:00,2025-01-06 17:51:00,241,A
PRD00000732,ORD000183,EOL,2025-01-06 17:57:00,2025-01-06 18:37:00,40,B
PRD00000733,ORD000184,BODY,2025-01-06 16:30:00,2025-01-06 17:51:00,81,B
PRD00000734,ORD000184,PAINT,2025-01-06 18:01:00,2025-01-06 19:36:00,95,B
PRD00000735,ORD000184,ASSEMBLY,2025-01-06 19:57:00,2025-01-06 22:58:00,181,B
PRD00000736,ORD000184,EOL,2025-01-06 23:09:00,2025-01-06 23:56:00,47,C
PRD00000737,ORD000185,BODY,2025-01-06 05:20:00,2025-01-06 06:39:00,79,C
PRD00000738,ORD000185,PAINT,2025-01-06 06:54:00,2025-01-06 08:32:00,98,A
PRD00000739,ORD000185,ASSEMBLY,2025-01-06 08:43:00,2025-01-06 12:32:00,229,A
PRD00000740,ORD000185,EOL,2025-01-06 12:36:00,2025-01-06 13:14:00,38,A
PRD00000741,ORD000186,BODY,2025-01-06 13:00:00,2025-01-06 14:13:00,73,A
PRD00000742,ORD000186,PAINT,2025-01-06 14:18:00,2025-01-06 16:17:00,119,B
PRD00000743,ORD000186,ASSEMBLY,2025-01-06 16:32:00,2025-01-06 20:16:00,224,B
PRD00000744,ORD000186,EOL,2025-01-06 20:32:00,2025-01-06 21:22:00,50,B
PRD00000745,ORD000187,BODY,2025-01-07 01:38:00,2025-01-07 02:56:00,78,C
PRD00000746,ORD000187,PAINT,2025-01-07 03:06:00,2025-01-07 04:35:00,89,C
PRD00000747,ORD000187,ASSEMBLY,2025-01-07 04:47:00,2025-01-07 09:07:00,260,C
PRD00000748,ORD000187,EOL,2025-01-07 09:15:00,2025-01-07 10:08:00,53,A
PRD00000749,ORD000188,BODY,2025-01-07 00:06:00,2025-01-07 01:49:00,103,C
PRD00000750,ORD000188,PAINT,2025-01-07 02:08:00,2025-01-07 03:58:00,110,C
PRD00000751,ORD000188,ASSEMBLY,2025-01-07 04:14:00,2025-01-07 07:57:00,223,C
PRD00000752,ORD000188,EOL,2025-01-07 08:17:00,2025-01-07 08:47:00,30,A
PRD00000753,ORD000189,BODY,2025-01-07 00:35:00,2025-01-07 02:04:00,89,C
PRD00000754,ORD000189,PAINT,2025-01-07 02:08:00,2025-01-07 03:49:00,101,C
PRD00000755,ORD000189,ASSEMBLY,2025-01-07 04:08:00,2025-01-07 07:33:00,205,C
PRD00000756,ORD000189,EOL,2025-01-07 07:36:00,2025-01-07 08:16:00,40,A
PRD00000757,ORD000190,BODY,2025-01-06 06:59:00,2025-01-06 08:04:00,65,A
PRD00000758,ORD000190,PAINT,2025-01-06 08:22:00,2025-01-06 09:56:00,94,A
PRD00000759,ORD000190,ASSEMBLY,2025-01-06 10:07:00,2025-01-06 12:44:00,157,A
PRD00000760,ORD000190,EOL,2025-01-06 12:55:00,2025-01-06 13:22:00,27,A
PRD00000761,ORD000191,BODY,2025-01-06 23:10:00,2025-01-07 00:18:00,68,C
PRD00000762,ORD000191,PAINT,2025-01-07 00:32:00,2025-01-07 02:29:00,117,C
PRD00000763,ORD000191,ASSEMBLY,2025-01-07 02:38:00,2025-01-07 05:59:00,201,C
PRD00000764,ORD000191,EOL,2025-01-07 06:05:00,2025-01-07 06:37:00,32,A
PRD00000765,ORD000192,BODY,2025-01-06 17:19:00,2025-01-06 18:33:00,74,B
PRD00000766,ORD000192,PAINT,2025-01-06 18:52:00,2025-01-06 20:18:00,86,B
PRD00000767,ORD000192,ASSEMBLY,2025-01-06 20:23:00,2025-01-06 23:54:00,211,B
PRD00000768,ORD000192,EOL,2025-01-07 00:05:00,2025-01-07 00:33:00,28,C
PRD00000769,ORD000193,BODY,2025-01-07 01:43:00,2025-01-07 03:20:00,97,C
PRD00000770,ORD000193,PAINT,2025-01-07 03:30:00,2025-01-07 05:08:00,98,C
PRD00000771,ORD000193,ASSEMBLY,2025-01-07 05:12:00,2025-01-07 08:42:00,210,C
PRD00000772,ORD000193,EOL,2025-01-07 08:46:00,2025-01-07 09:19:00,33,A
PRD00000773,ORD000194,BODY,2025-01-06 21:33:00,2025-01-06 23:07:00,94,B
PRD00000774,ORD000194,PAINT,2025-01-06 23:10:00,2025-01-07 00:58:00,108,C
PRD00000775,ORD000194,ASSEMBLY,2025-01-07 01:02:00,2025-01-07 05:25:00,263,C
PRD00000776,ORD000194,EOL,2025-01-07 05:28:00,2025-01-07 06:09:00,41,C
PRD00000777,ORD000195,BODY,2025-01-06 11:37:00,2025-01-06 13:02:00,85,A
PRD00000778,ORD000195,PAINT,2025-01-06 13:22:00,2025-01-06 14:52:00,90,A
PRD00000779,ORD000195,ASSEMBLY,2025-01-06 15:12:00,2025-01-06 18:10:00,178,B
PRD00000780,ORD000195,EOL,2025-01-06 18:19:00,2025-01-06 19:01:00,42,B
PRD00000781,ORD000196,BODY,2025-01-06 18:03:00,2025-01-06 20:08:00,125,B
PRD00000782,ORD000196,PAINT,2025-01-06 20:15:00,2025-01-06 22:12:00,117,B
PRD00000783,ORD000196,ASSEMBLY,2025-01-06 22:24:00,2025-01-07 01:29:00,185,C
PRD00000784,ORD000196,EOL,2025-01-07 01:34:00,2025-01-07 02:19:00,45,C
PRD00000785,ORD000197,BODY,2025-01-06 11:43:00,2025-01-06 13:14:00,91,A
PRD00000786,ORD000197,PAINT,2025-01-06 13:31:00,2025-01-06 15:04:00,93,A
PRD00000787,ORD000197,ASSEMBLY,2025-01-06 15:23:00,2025-01-06 18:21:00,178,B
PRD00000788,ORD000197,EOL,2025-01-06 18:42:00,2025-01-06 19:07:00,25,B
PRD00000789,ORD000198,BODY,2025-01-06 10:59:00,2025-01-06 12:32:00,93,A
PRD00000790,ORD000198,PAINT,2025-01-06 12:47:00,2025-01-06 14:23:00,96,A
PRD00000791,ORD000198,ASSEMBLY,2025-01-06 14:37:00,2025-01-06 18:07:00,210,B
PRD00000792,ORD000198,EOL,2025-01-06 18:26:00,2025-01-06 19:08:00,42,B
PRD00000793,ORD000199,BODY,2025-01-06 02:54:00,2025-01-06 04:34:00,100,C
PRD00000794,ORD000199,PAINT,2025-01-06 04:52:00,2025-01-06 06:17:00,85,C
PRD00000795,ORD000199,ASSEMBLY,2025-01-06 06:34:00,2025-01-06 10:15:00,221,A
PRD00000796,ORD000199,EOL,2025-01-06 10:18:00,2025-01-06 10:49:00,31,A
PRD00000797,ORD000200,BODY,2025-01-07 00:19:00,2025-01-07 01:55:00,96,C
PRD00000798,ORD000200,PAINT,2025-01-07 02:01:00,2025-01-07 03:41:00,100,C
PRD00000799,ORD000200,ASSEMBLY,2025-01-07 03:58:00,2025-01-07 07:57:00,239,C
PRD00000800,ORD000200,EOL,2025-01-07 08:00:00,2025-01-07 08:45:00,45,A
PRD00000801,ORD000201,BODY,2025-01-07 04:31:00,2025-01-07 06:04:00,93,C
PRD00000802,ORD000201,PAINT,2025-01-07 06:15:00,2025-01-07 07:53:00,98,A
PRD00000803,ORD000201,ASSEMBLY,2025-01-07 08:07:00,2025-01-07 11:23:00,196,A
PRD00000804,ORD000201,EOL,2025-01-07 11:30:00,2025-01-07 12:04:00,34,A
PRD00000805,ORD000202,BODY,2025-01-06 18:49:00,2025-01-06 20:18:00,89,B
PRD00000806,ORD000202,PAINT,2025-01-06 20:31:00,2025-01-06 21:53:00,82,B
PRD00000807,ORD000202,ASSEMBLY,2025-01-06 21:59:00,2025-01-07 01:36:00,217,B
PRD00000808,ORD000202,EOL,2025-01-07 01:45:00,2025-01-07 02:27:00,42,C
PRD00000809,ORD000203,BODY,2025-01-06 20:17:00,2025-01-06 22:19:00,122,B
PRD00000810,ORD000203,PAINT,2025-01-06 22:33:00,2025-01-07 00:10:00,97,C
PRD00000811,ORD000203,ASSEMBLY,2025-01-07 00:30:00,2025-01-07 04:18:00,228,C
PRD00000812,ORD000203,EOL,2025-01-07 04:26:00,2025-01-07 05:20:00,54,C
PRD00000813,ORD000204,BODY,2025-01-06 03:05:00,2025-01-06 05:00:00,115,C
PRD00000814,ORD000204,PAINT,2025-01-06 05:12:00,2025-01-06 07:05:00,113,C
PRD00000815,ORD000204,ASSEMBLY,2025-01-06 07:18:00,2025-01-06 11:03:00,225,A
PRD00000816,ORD000204,EOL,2025-01-06 11:06:00,2025-01-06 11:42:00,36,A
PRD00000817,ORD000205,BODY,2025-01-07 00:33:00,2025-01-07 02:10:00,97,C
PRD00000818,ORD000205,PAINT,2025-01-07 02:13:00,2025-01-07 03:47:00,94,C
PRD00000819,ORD000205,ASSEMBLY,2025-01-07 03:55:00,2025-01-07 07:03:00,188,C
PRD00000820,ORD000205,EOL,2025-01-07 07:06:00,2025-01-07 07:42:00,36,A
PRD00000821,ORD000206,BODY,2025-01-06 15:56:00,2025-01-06 17:20:00,84,B
PRD00000822,ORD000206,PAINT,2025-01-06 17:41:00,2025-01-06 19:08:00,87,B
PRD00000823,ORD000206,ASSEMBLY,2025-01-06 19:12:00,2025-01-06 22:42:00,210,B
PRD00000824,ORD000206,EOL,2025-01-06 22:50:00,2025-01-06 23:38:00,48,C
PRD00000825,ORD000207,BODY,2025-01-06 21:38:00,2025-01-06 23:03:00,85,B
PRD00000826,ORD000207,PAINT,2025-01-06 23:09:00,2025-01-07 00:56:00,107,C
PRD00000827,ORD000207,ASSEMBLY,2025-01-07 01:05:00,2025-01-07 04:10:00,185,C
PRD00000828,ORD000207,EOL,2025-01-07 04:29:00,2025-01-07 04:58:00,29,C
PRD00000829,ORD000208,BODY,2025-01-06 01:03:00,2025-01-06 02:18:00,75,C
PRD00000830,ORD000208,PAINT,2025-01-06 02:38:00,2025-01-06 04:41:00,123,C
PRD00000831,ORD000208,ASSEMBLY,2025-01-06 04:51:00,2025-01-06 08:31:00,220,C
PRD00000832,ORD000208,EOL,2025-01-06 08:41:00,2025-01-06 09:17:00,36,A
PRD00000833,ORD000209,BODY,2025-01-06 22:16:00,2025-01-06 23:49:00,93,C
PRD00000834,ORD000209,PAINT,2025-01-07 00:08:00,2025-01-07 02:01:00,113,C
PRD00000835,ORD000209,ASSEMBLY,2025-01-07 02:22:00,2025-01-07 05:31:00,189,C
PRD00000836,ORD000209,EOL,2025-01-07 05:38:00,2025-01-07 06:22:00,44,C
PRD00000837,ORD000210,BODY,2025-01-06 03:52:00,2025-01-06 05:38:00,106,C
PRD00000838,ORD000210,PAINT,2025-01-06 05:46:00,2025-01-06 07:34:00,108,C
PRD00000839,ORD000210,ASSEMBLY,2025-01-06 07:45:00,2025-01-06 11:12:00,207,A
PRD00000840,ORD000210,EOL,2025-01-06 11:20:00,2025-01-06 12:12:00,52,A
PRD00000841,ORD000211,BODY,2025-01-07 21:13:00,2025-01-07 23:17:00,124,B
PRD00000842,ORD000211,PAINT,2025-01-07 23:20:00,2025-01-08 00:47:00,87,C
PRD00000843,ORD000211,ASSEMBLY,2025-01-08 00:53:00,2025-01-08 04:10:00,197,C
PRD00000844,ORD000211,EOL,2025-01-08 04:19:00,2025-01-08 05:04:00,45,C
PRD00000845,ORD000212,BODY,2025-01-07 11:05:00,2025-01-07 12:25:00,80,A
PRD00000846,ORD000212,PAINT,2025-01-07 12:28:00,2025-01-07 14:09:00,101,A
PRD00000847,ORD000212,ASSEMBLY,2025-01-07 14:27:00,2025-01-07 17:43:00,196,B
PRD00000848,ORD000212,EOL,2025-01-07 17:57:00,2025-01-07 18:42:00,45,B
PRD00000849,ORD000213,BODY,2025-01-07 05:47:00,2025-01-07 07:29:00,102,C
PRD00000850,ORD000213,PAINT,2025-01-07 07:50:00,2025-01-07 09:25:00,95,A
PRD00000851,ORD000213,ASSEMBLY,2025-01-07 09:29:00,2025-01-07 13:04:00,215,A
PRD00000852,ORD000213,EOL,2025-01-07 13:20:00,2025-01-07 13:54:00,34,A
PRD00000853,ORD000214,BODY,2025-01-07 09:23:00,2025-01-07 11:13:00,110,A
PRD00000854,ORD000214,PAINT,2025-01-07 11:26:00,2025-01-07 13:21:00,115,A
PRD00000855,ORD000214,ASSEMBLY,2025-01-07 13:37:00,2025-01-07 18:06:00,269,A
PRD00000856,ORD000214,EOL,2025-01-07 18:23:00,2025-01-07 19:07:00,44,B
PRD00000857,ORD000215,BODY,2025-01-07 17:48:00,2025-01-07 19:45:00,117,B
PRD00000858,ORD000215,PAINT,2025-01-07 19:50:00,2025-01-07 21:14:00,84,B
PRD00000859,ORD000215,ASSEMBLY,2025-01-07 21:25:00,2025-01-08 01:06:00,221,B
PRD00000860,ORD000215,EOL,2025-01-08 01:13:00,2025-01-08 01:53:00,40,C
PRD00000861,ORD000216,BODY,2025-01-07 14:56:00,2025-01-07 16:29:00,93,B
