order_id,tipo_propulsion,familia_van,destino,prioridad_cliente,ts_prod_inicio,ts_prod_fin,ts_entry_patio,ts_exit_patio,ts_inicio_carga,ts_fin_carga,ts_ready_expedicion,ts_salida_real,modo_salida,sla_horas,duracion_total_produccion_min,kwh_cargados,espera_carga_min,ocupacion_sector_media_pct,espera_patio_min,espera_salida_min,lead_time_total_horas,cumple_sla_flag
ORD000177,ICE,MidVan,Iberia,3,2025-01-06 07:41:00,2025-01-06 15:27:00,2025-01-06 16:07:00,2025-01-06 22:37:00,,,2025-01-07 00:45:00,2025-01-07 03:09:00,CAMION,24.0,425.0,0.0,0.0,73.96666666666667,40,272,19.466666666666665,1
ORD000183,ICE,LargeVan,Iberia,2,2025-01-06 10:01:00,2025-01-06 18:37:00,2025-01-06 20:23:00,2025-01-06 23:10:00,,,2025-01-07 01:06:00,2025-01-07 07:42:00,CAMION,24.0,496.0,0.0,0.0,71.79666666666667,106,512,21.683333333333334,1
ORD000182,ICE,MidVan,Benelux,2,2025-01-06 11:18:00,2025-01-06 18:43:00,2025-01-06 20:30:00,2025-01-07 01:48:00,,,2025-01-07 04:24:00,2025-01-07 10:12:00,CAMION,36.0,419.0,0.0,0.0,64.60666666666667,107,504,22.9,1
ORD000198,EV,CrewVan,Italia,2,2025-01-06 10:59:00,2025-01-06 19:08:00,2025-01-06 19:48:00,2025-01-07 00:36:00,2025-01-06 21:16:00,2025-01-06 22:43:00,2025-01-07 01:04:00,2025-01-07 05:16:00,TREN,48.0,441.0,43.66,8.0,77.3,40,393,18.283333333333335,1
ORD000197,ICE,MidVan,Francia,2,2025-01-06 11:43:00,2025-01-06 19:07:00,2025-01-06 19:48:00,2025-01-07 00:57:00,,,2025-01-07 03:19:00,2025-01-07 08:57:00,CAMION,30.0,387.0,0.0,0.0,73.04333333333334,41,480,21.233333333333334,1
ORD000195,ICE,CrewVan,Benelux,2,2025-01-06 11:37:00,2025-01-06 19:01:00,2025-01-06 19:49:00,2025-01-07 00:08:00,,,2025-01-07 02:51:00,2025-01-07 04:04:00,TREN,36.0,395.0,0.0,0.0,68.22666666666667,48,236,16.45,1
ORD000176,EV,CrewVan,Alemania,2,2025-01-06 12:05:00,2025-01-06 20:44:00,2025-01-06 21:58:00,2025-01-07 09:17:00,2025-01-07 06:32:00,2025-01-07 08:06:00,2025-01-07 11:06:00,2025-01-07 15:41:00,TREN,42.0,496.0,58.91,32.0,82.67,74,455,27.6,1
ORD000186,ICE,LargeVan,Italia,2,2025-01-06 13:00:00,2025-01-06 21:22:00,2025-01-06 22:59:00,2025-01-07 04:59:00,,,2025-01-07 06:17:00,2025-01-07 12:26:00,CAMION,48.0,466.0,0.0,0.0,82.16,97,447,23.433333333333334,1
ORD000206,EV,LargeVan,Benelux,2,2025-01-06 15:56:00,2025-01-06 23:38:00,2025-01-07 01:24:00,2025-01-07 10:11:00,2025-01-07 06:38:00,2025-01-07 08:47:00,2025-01-07 12:42:00,2025-01-07 19:03:00,TREN,36.0,429.0,70.42,38.0,84.35000000000001,106,616,27.116666666666667,1
ORD000184,ICE,LargeVan,Francia,2,2025-01-06 16:30:00,2025-01-06 23:56:00,2025-01-07 01:37:00,2025-01-07 06:20:00,,,2025-01-07 06:45:00,2025-01-07 10:51:00,CAMION,30.0,404.0,0.0,0.0,72.98333333333333,101,271,18.35,1
ORD000192,ICE,MidVan,Iberia,1,2025-01-06 17:19:00,2025-01-07 00:33:00,2025-01-07 01:50:00,2025-01-07 05:57:00,,,2025-01-07 08:37:00,2025-01-07 13:11:00,CAMION,24.0,399.0,0.0,0.0,67.7,77,434,19.866666666666667,1
ORD000178,ICE,MidVan,Alemania,2,2025-01-06 18:30:00,2025-01-07 01:10:00,2025-01-07 01:40:00,2025-01-07 06:06:00,,,2025-01-07 07:25:00,2025-01-07 13:23:00,CAMION,42.0,355.0,0.0,0.0,69.26,30,437,18.883333333333333,1
ORD000196,EV,MidVan,Alemania,2,2025-01-06 18:03:00,2025-01-07 02:19:00,2025-01-07 02:52:00,2025-01-07 10:05:00,2025-01-07 06:57:00,2025-01-07 08:18:00,2025-01-07 12:29:00,2025-01-07 17:57:00,TREN,42.0,472.0,59.64,57.0,79.76666666666667,33,579,23.9,1
ORD000202,ICE,LargeVan,Benelux,2,2025-01-06 18:49:00,2025-01-07 02:27:00,2025-01-07 03:37:00,2025-01-07 08:54:00,,,2025-01-07 09:30:00,2025-01-07 13:55:00,CAMION,36.0,430.0,0.0,0.0,71.75666666666667,70,301,19.1,1
ORD000207,ICE,CrewVan,Francia,2,2025-01-06 21:38:00,2025-01-07 04:58:00,2025-01-07 05:25:00,2025-01-07 10:25:00,,,2025-01-07 11:27:00,2025-01-07 15:16:00,CAMION,30.0,406.0,0.0,0.0,67.83666666666666,27,291,17.633333333333333,1
ORD000203,EV,CrewVan,Iberia,2,2025-01-06 20:17:00,2025-01-07 05:20:00,2025-01-07 06:03:00,2025-01-07 11:31:00,2025-01-07 08:19:00,2025-01-07 09:35:00,2025-01-07 14:10:00,2025-01-07 17:22:00,CAMION,24.0,501.0,39.8,35.0,75.52333333333333,43,467,21.083333333333332,1
ORD000194,EV,MidVan,Iberia,2,2025-01-06 21:33:00,2025-01-07 06:09:00,2025-01-07 07:00:00,2025-01-07 14:03:00,2025-01-07 10:35:00,2025-01-07 12:04:00,2025-01-07 15:02:00,2025-01-07 18:38:00,CAMION,24.0,506.0,65.92,41.0,81.84333333333333,51,394,21.083333333333332,1
ORD000209,ICE,MidVan,Francia,2,2025-01-06 22:16:00,2025-01-07 06:22:00,2025-01-07 07:16:00,2025-01-07 12:37:00,,,2025-01-07 14:41:00,2025-01-07 17:58:00,CAMION,30.0,439.0,0.0,0.0,75.17333333333333,54,321,19.7,1
ORD000191,ICE,MidVan,Francia,2,2025-01-06 23:10:00,2025-01-07 06:37:00,2025-01-07 07:44:00,2025-01-07 10:59:00,,,2025-01-07 12:34:00,2025-01-07 16:17:00,CAMION,30.0,418.0,0.0,0.0,77.1,67,318,17.116666666666667,1
ORD000205,ICE,MidVan,Iberia,2,2025-01-07 00:33:00,2025-01-07 07:42:00,2025-01-07 09:07:00,2025-01-07 15:46:00,,,2025-01-07 16:52:00,2025-01-07 20:26:00,CAMION,24.0,415.0,0.0,0.0,66.7,85,280,19.883333333333333,1
ORD000189,ICE,LargeVan,Iberia,2,2025-01-07 00:35:00,2025-01-07 08:16:00,2025-01-07 09:28:00,2025-01-07 15:24:00,,,2025-01-07 17:43:00,2025-01-07 19:28:00,CAMION,24.0,435.0,0.0,0.0,76.60333333333334,72,244,18.883333333333333,1
ORD000181,ICE,MidVan,Alemania,2,2025-01-07 00:21:00,2025-01-07 08:14:00,2025-01-07 09:53:00,2025-01-07 14:50:00,,,2025-01-07 15:33:00,2025-01-07 19:59:00,TREN,42.0,441.0,0.0,0.0,69.54,99,309,19.633333333333333,1
ORD000200,ICE,LargeVan,Iberia,2,2025-01-07 00:19:00,2025-01-07 08:45:00,2025-01-07 10:18:00,2025-01-07 16:45:00,,,2025-01-07 19:31:00,2025-01-07 22:40:00,CAMION,24.0,480.0,0.0,0.0,67.47333333333334,93,355,22.35,1
ORD000188,EV,MidVan,Francia,1,2025-01-07 00:06:00,2025-01-07 08:47:00,2025-01-07 10:23:00,2025-01-07 15:02:00,2025-01-07 12:58:00,2025-01-07 13:48:00,2025-01-07 16:54:00,2025-01-07 19:39:00,TREN,30.0,466.0,36.16,53.0,85.79333333333334,96,351,19.55,1
ORD000232,ICE,MidVan,Alemania,2,2025-01-07 01:27:00,2025-01-07 09:03:00,2025-01-07 10:29:00,2025-01-07 16:40:00,,,2025-01-07 17:03:00,2025-01-07 21:02:00,CAMION,42.0,408.0,0.0,0.0,65.11,86,262,19.583333333333332,1
ORD000179,ICE,MidVan,Francia,3,2025-01-07 01:15:00,2025-01-07 08:59:00,2025-01-07 09:41:00,2025-01-07 15:50:00,,,2025-01-07 18:14:00,2025-01-07 23:45:00,CAMION,30.0,436.0,0.0,0.0,75.14999999999999,42,475,22.5,1
ORD000193,ICE,MidVan,Italia,2,2025-01-07 01:43:00,2025-01-07 09:19:00,2025-01-07 11:05:00,2025-01-07 15:06:00,,,2025-01-07 17:45:00,2025-01-07 22:58:00,CAMION,48.0,438.0,0.0,0.0,68.75666666666666,106,472,21.25,1
ORD000187,EV,CrewVan,Alemania,2,2025-01-07 01:38:00,2025-01-07 10:08:00,2025-01-07 11:29:00,2025-01-07 16:39:00,2025-01-07 14:30:00,2025-01-07 15:58:00,2025-01-07 18:49:00,2025-01-07 23:23:00,TREN,42.0,480.0,40.67,66.0,80.63666666666666,81,445,21.75,1
ORD000243,ICE,MidVan,Benelux,2,2025-01-07 03:36:00,2025-01-07 10:44:00,2025-01-07 12:04:00,2025-01-07 16:58:00,,,2025-01-07 18:03:00,2025-01-07 21:06:00,CAMION,36.0,406.0,0.0,0.0,71.00666666666666,80,248,17.5,1
ORD000180,EV,LargeVan,Benelux,1,2025-01-07 02:09:00,2025-01-07 11:32:00,2025-01-07 12:27:00,2025-01-07 18:36:00,2025-01-07 15:30:00,2025-01-07 16:50:00,2025-01-07 19:55:00,2025-01-08 00:36:00,TREN,36.0,517.0,44.34,85.0,88.27333333333333,55,466,22.45,1
ORD000235,ICE,MidVan,Alemania,2,2025-01-07 04:16:00,2025-01-07 11:46:00,2025-01-07 12:23:00,2025-01-07 16:29:00,,,2025-01-07 16:55:00,2025-01-07 20:45:00,CAMION,42.0,397.0,0.0,0.0,63.79,37,256,16.483333333333334,1
ORD000201,ICE,MidVan,Italia,1,2025-01-07 04:31:00,2025-01-07 12:04:00,2025-01-07 12:48:00,2025-01-07 17:33:00,,,2025-01-07 20:22:00,2025-01-08 01:18:00,CAMION,48.0,421.0,0.0,0.0,65.89,44,465,20.783333333333335,1
ORD000237,ICE,LargeVan,Iberia,2,2025-01-07 04:42:00,2025-01-07 13:16:00,2025-01-07 14:39:00,2025-01-07 20:41:00,,,2025-01-07 21:54:00,2025-01-07 23:47:00,CAMION,24.0,476.0,0.0,0.0,70.89999999999999,83,186,19.083333333333332,1
ORD000244,EV,MidVan,Alemania,3,2025-01-07 05:54:00,2025-01-07 13:44:00,2025-01-07 14:50:00,2025-01-07 19:35:00,2025-01-07 16:56:00,2025-01-07 18:26:00,2025-01-07 20:20:00,2025-01-08 00:13:00,TREN,42.0,443.0,54.0,31.0,75.85666666666667,66,347,18.316666666666666,1
ORD000213,ICE,MidVan,Alemania,2,2025-01-07 05:47:00,2025-01-07 13:54:00,2025-01-07 14:41:00,2025-01-07 19:50:00,,,2025-01-07 21:32:00,2025-01-08 01:17:00,CAMION,42.0,446.0,0.0,0.0,70.81333333333333,47,327,19.5,1
ORD000239,ICE,MidVan,Iberia,2,2025-01-07 07:39:00,2025-01-07 15:09:00,2025-01-07 15:39:00,2025-01-07 19:54:00,,,2025-01-07 21:33:00,2025-01-08 01:48:00,CAMION,24.0,429.0,0.0,0.0,71.44333333333333,30,354,18.15,1
ORD000233,EV,MidVan,Italia,2,2025-01-07 07:20:00,2025-01-07 15:15:00,2025-01-07 16:44:00,2025-01-07 21:55:00,2025-01-07 18:32:00,2025-01-07 19:53:00,2025-01-07 23:21:00,2025-01-08 04:00:00,CAMION,48.0,451.0,57.37,8.0,83.14666666666666,89,487,20.666666666666668,1
ORD000238,EV,MidVan,Benelux,3,2025-01-07 06:41:00,2025-01-07 15:10:00,2025-01-07 16:16:00,2025-01-07 22:36:00,2025-01-07 19:44:00,2025-01-07 20:36:00,2025-01-07 23:46:00,2025-01-08 04:03:00,TREN,36.0,475.0,38.25,83.0,80.75,66,447,21.366666666666667,1
ORD000242,ICE,LargeVan,Benelux,3,2025-01-07 07:19:00,2025-01-07 16:23:00,2025-01-07 18:09:00,2025-01-07 22:21:00,,,2025-01-08 00:22:00,2025-01-08 01:37:00,CAMION,36.0,527.0,0.0,0.0,72.87,106,196,18.3,1
ORD000234,ICE,LargeVan,Iberia,1,2025-01-07 09:34:00,2025-01-07 16:37:00,2025-01-07 18:05:00,2025-01-07 23:40:00,,,2025-01-08 01:35:00,2025-01-08 08:22:00,CAMION,24.0,390.0,0.0,0.0,70.75,88,522,22.8,1
ORD000240,ICE,MidVan,Alemania,2,2025-01-07 09:56:00,2025-01-07 16:50:00,2025-01-07 18:14:00,2025-01-07 22:32:00,,,2025-01-07 23:27:00,2025-01-08 02:02:00,TREN,42.0,384.0,0.0,0.0,74.25333333333334,84,210,16.1,1
ORD000231,EV,MidVan,Francia,2,2025-01-07 08:53:00,2025-01-07 17:17:00,2025-01-07 18:11:00,2025-01-07 23:52:00,2025-01-07 20:53:00,2025-01-07 22:39:00,2025-01-08 02:00:00,2025-01-08 06:11:00,CAMION,30.0,469.0,61.68,84.0,80.52999999999999,54,452,21.3,1
ORD000223,ICE,CrewVan,Alemania,2,2025-01-07 09:39:00,2025-01-07 18:07:00,2025-01-07 19:43:00,2025-01-08 02:08:00,,,2025-01-08 04:11:00,2025-01-08 08:17:00,CAMION,42.0,464.0,0.0,0.0,69.78333333333333,96,369,22.633333333333333,1
ORD000230,ICE,LargeVan,Francia,2,2025-01-07 10:30:00,2025-01-07 18:27:00,2025-01-07 19:41:00,2025-01-08 00:54:00,,,2025-01-08 01:41:00,2025-01-08 07:49:00,TREN,30.0,418.0,0.0,0.0,65.21666666666665,74,415,21.316666666666666,1
ORD000212,ICE,MidVan,Alemania,3,2025-01-07 11:05:00,2025-01-07 18:42:00,2025-01-07 19:47:00,2025-01-08 02:12:00,,,2025-01-08 03:44:00,2025-01-08 06:44:00,CAMION,42.0,422.0,0.0,0.0,73.23333333333333,65,272,19.65,1
ORD000214,EV,LargeVan,Alemania,2,2025-01-07 09:23:00,2025-01-07 19:07:00,2025-01-07 20:17:00,2025-01-08 01:57:00,2025-01-07 21:38:00,2025-01-07 23:53:00,2025-01-08 03:02:00,2025-01-08 07:57:00,CAMION,42.0,538.0,70.86,29.0,89.44,70,484,22.566666666666666,1
ORD000241,ICE,MidVan,Iberia,3,2025-01-07 10:42:00,2025-01-07 19:14:00,2025-01-07 19:55:00,2025-01-08 00:34:00,,,2025-01-08 01:39:00,2025-01-08 04:35:00,CAMION,24.0,471.0,0.0,0.0,66.26,41,241,17.883333333333333,1
ORD000245,EV,CrewVan,Francia,2,2025-01-07 10:33:00,2025-01-07 19:57:00,2025-01-07 20:57:00,2025-01-08 10:49:00,2025-01-08 06:47:00,2025-01-08 08:37:00,2025-01-08 11:34:00,2025-01-08 18:26:00,TREN,30.0,520.0,51.77,47.0,85.12666666666667,60,589,31.883333333333333,1
ORD000217,EV,MidVan,Italia,1,2025-01-07 11:50:00,2025-01-07 20:33:00,2025-01-07 21:00:00,2025-01-08 10:49:00,2025-01-08 07:13:00,2025-01-08 08:30:00,2025-01-08 11:53:00,2025-01-08 16:07:00,CAMION,48.0,491.0,50.27,73.0,70.77666666666667,27,457,28.283333333333335,1
ORD000218,EV,MidVan,Alemania,3,2025-01-07 12:16:00,2025-01-07 21:20:00,2025-01-07 22:59:00,2025-01-08 09:41:00,2025-01-08 07:15:00,2025-01-08 08:53:00,2025-01-08 11:41:00,2025-01-08 16:28:00,CAMION,42.0,494.0,59.44,75.0,79.99000000000001,99,455,28.2,1
ORD000216,ICE,MidVan,Alemania,3,2025-01-07 14:56:00,2025-01-07 22:25:00,2025-01-07 23:20:00,2025-01-08 03:25:00,,,2025-01-08 04:12:00,2025-01-08 08:31:00,CAMION,42.0,406.0,0.0,0.0,70.75,55,306,17.583333333333332,1
ORD000228,EV,MidVan,Alemania,3,2025-01-07 15:24:00,2025-01-07 23:06:00,2025-01-07 23:40:00,2025-01-08 09:56:00,2025-01-08 07:27:00,2025-01-08 09:06:00,2025-01-08 12:31:00,2025-01-08 16:53:00,TREN,42.0,419.0,62.12,87.0,75.67333333333333,34,467,25.483333333333334,1
ORD000219,EV,CrewVan,Francia,2,2025-01-07 16:26:00,2025-01-08 00:50:00,2025-01-08 01:53:00,2025-01-08 10:32:00,2025-01-08 07:02:00,2025-01-08 08:55:00,2025-01-08 11:51:00,2025-01-08 15:53:00,TREN,30.0,468.0,45.63,62.0,74.46,63,418,23.45,1
ORD000215,EV,MidVan,Alemania,1,2025-01-07 17:48:00,2025-01-08 01:53:00,2025-01-08 02:14:00,2025-01-08 09:18:00,2025-01-08 06:42:00,2025-01-08 08:07:00,2025-01-08 10:18:00,2025-01-08 13:01:00,CAMION,42.0,462.0,50.01,42.0,82.40666666666667,21,294,19.216666666666665,1
ORD000236,EV,LargeVan,Francia,2,2025-01-07 16:34:00,2025-01-08 01:55:00,2025-01-08 02:46:00,2025-01-08 09:13:00,2025-01-08 06:32:00,2025-01-08 08:05:00,2025-01-08 10:12:00,2025-01-08 15:04:00,TREN,30.0,526.0,44.48,32.0,78.94666666666667,51,419,22.5,1
ORD000229,EV,MidVan,Iberia,3,2025-01-07 17:40:00,2025-01-08 02:48:00,2025-01-08 03:40:00,2025-01-08 09:38:00,2025-01-08 07:21:00,2025-01-08 08:11:00,2025-01-08 10:48:00,2025-01-08 12:45:00,CAMION,24.0,499.0,37.75,81.0,85.59666666666665,52,274,19.083333333333332,1
ORD000222,EV,CrewVan,Iberia,2,2025-01-07 17:11:00,2025-01-08 03:09:00,2025-01-08 04:26:00,2025-01-08 08:21:00,2025-01-08 06:11:00,2025-01-08 07:40:00,2025-01-08 08:58:00,2025-01-08 11:42:00,CAMION,24.0,553.0,60.27,11.0,84.82000000000001,77,242,18.516666666666666,1
ORD000221,ICE,CrewVan,Alemania,2,2025-01-07 20:10:00,2025-01-08 05:00:00,2025-01-08 05:46:00,2025-01-08 11:48:00,,,2025-01-08 12:22:00,2025-01-08 15:56:00,TREN,42.0,493.0,0.0,0.0,83.05666666666667,46,248,19.766666666666666,1
ORD000211,ICE,LargeVan,Alemania,2,2025-01-07 21:13:00,2025-01-08 05:04:00,2025-01-08 06:53:00,2025-01-08 12:21:00,,,2025-01-08 14:50:00,2025-01-08 18:26:00,CAMION,42.0,453.0,0.0,0.0,71.67,109,365,21.216666666666665,1
ORD000225,EV,CrewVan,Alemania,2,2025-01-07 21:30:00,2025-01-08 05:55:00,2025-01-08 06:44:00,2025-01-08 11:55:00,2025-01-08 08:37:00,2025-01-08 09:55:00,2025-01-08 14:31:00,2025-01-08 15:58:00,CAMION,42.0,466.0,55.14,45.0,83.63666666666666,49,363,18.466666666666665,1
ORD000227,ICE,LargeVan,Iberia,2,2025-01-07 22:13:00,2025-01-08 06:14:00,2025-01-08 07:53:00,2025-01-08 12:25:00,,,2025-01-08 13:23:00,2025-01-08 20:18:00,CAMION,24.0,455.0,0.0,0.0,70.41000000000001,99,473,22.083333333333332,1
ORD000224,EV,MidVan,Iberia,2,2025-01-07 21:55:00,2025-01-08 07:05:00,2025-01-08 07:48:00,2025-01-08 14:09:00,2025-01-08 11:04:00,2025-01-08 12:28:00,2025-01-08 16:09:00,2025-01-08 18:07:00,CAMION,24.0,511.0,54.69,39.0,81.48,43,339,20.2,1
ORD000220,ICE,LargeVan,Benelux,3,2025-01-07 23:56:00,2025-01-08 07:48:00,2025-01-08 08:31:00,2025-01-08 13:29:00,,,2025-01-08 14:39:00,2025-01-08 19:13:00,TREN,36.0,440.0,0.0,0.0,79.38,43,344,19.283333333333335,1
ORD000226,ICE,LargeVan,Benelux,2,2025-01-07 23:28:00,2025-01-08 08:27:00,2025-01-08 09:18:00,2025-01-08 17:34:00,,,2025-01-08 18:19:00,2025-01-08 22:38:00,TREN,36.0,508.0,0.0,0.0,68.28333333333335,51,304,23.166666666666668,1
ORD000268,EV,CrewVan,Francia,2,2025-01-08 02:16:00,2025-01-08 10:40:00,2025-01-08 12:27:00,2025-01-08 16:40:00,2025-01-08 13:32:00,2025-01-08 15:16:00,2025-01-08 18:46:00,2025-01-08 23:44:00,TREN,30.0,459.0,52.55,2.0,79.74666666666667,107,508,21.466666666666665,1
ORD000273,ICE,MidVan,Iberia,1,2025-01-08 04:13:00,2025-01-08 11:26:00,2025-01-08 11:57:00,2025-01-08 19:26:00,,,2025-01-08 21:14:00,2025-01-09 02:13:00,CAMION,24.0,408.0,0.0,0.0,75.92666666666666,31,407,22.0,1
ORD000247,EV,MidVan,Francia,2,2025-01-08 03:32:00,2025-01-08 11:33:00,2025-01-08 12:58:00,2025-01-08 19:23:00,2025-01-08 15:47:00,2025-01-08 17:15:00,2025-01-08 21:40:00,2025-01-09 02:59:00,CAMION,30.0,436.0,55.9,33.0,82.00666666666666,85,584,23.45,1
ORD000253,ICE,CrewVan,Alemania,2,2025-01-08 04:13:00,2025-01-08 12:08:00,2025-01-08 12:35:00,2025-01-08 18:08:00,,,2025-01-08 19:07:00,2025-01-09 01:32:00,CAMION,42.0,431.0,0.0,0.0,69.55333333333334,27,444,21.316666666666666,1
ORD000262,ICE,MidVan,Iberia,2,2025-01-08 05:27:00,2025-01-08 13:15:00,2025-01-08 14:12:00,2025-01-08 18:38:00,,,2025-01-08 20:04:00,2025-01-08 20:24:00,CAMION,24.0,426.0,0.0,0.0,67.66000000000001,57,106,14.95,1
ORD000275,ICE,LargeVan,Iberia,2,2025-01-08 05:34:00,2025-01-08 14:10:00,2025-01-08 15:00:00,2025-01-08 19:18:00,,,2025-01-08 20:57:00,2025-01-09 00:52:00,CAMION,24.0,461.0,0.0,0.0,81.64666666666666,50,334,19.3,1
ORD000248,ICE,MidVan,Alemania,2,2025-01-08 05:55:00,2025-01-08 14:18:00,2025-01-08 15:36:00,2025-01-08 21:51:00,,,2025-01-08 22:16:00,2025-01-09 00:32:00,CAMION,42.0,467.0,0.0,0.0,68.02999999999999,78,161,18.616666666666667,1
ORD000279,ICE,LargeVan,Francia,2,2025-01-08 06:56:00,2025-01-08 14:56:00,2025-01-08 15:32:00,2025-01-08 18:32:00,,,2025-01-08 21:09:00,2025-01-09 02:54:00,CAMION,30.0,444.0,0.0,0.0,72.00666666666666,36,502,19.966666666666665,1
ORD000256,ICE,MidVan,Alemania,1,2025-01-08 06:03:00,2025-01-08 14:47:00,2025-01-08 16:07:00,2025-01-08 21:28:00,,,2025-01-08 22:28:00,2025-01-09 03:05:00,CAMION,42.0,485.0,0.0,0.0,74.24,80,337,21.033333333333335,1
ORD000269,EV,LargeVan,Alemania,1,2025-01-08 11:37:00,2025-01-08 20:25:00,2025-01-08 21:32:00,2025-01-09 09:47:00,2025-01-09 06:47:00,2025-01-09 08:29:00,2025-01-09 12:35:00,2025-01-09 18:13:00,CAMION,42.0,507.0,73.42,47.0,87.48333333333335,67,584,30.6,1
ORD000261,EV,MidVan,Alemania,2,2025-01-08 11:37:00,2025-01-08 20:33:00,2025-01-08 22:02:00,2025-01-09 11:20:00,2025-01-09 07:20:00,2025-01-09 09:43:00,2025-01-09 12:19:00,2025-01-09 21:27:00,CAMION,42.0,495.0,63.67,80.0,81.59333333333333,89,704,33.833333333333336,1
ORD000252,ICE,CrewVan,Francia,2,2025-01-08 13:25:00,2025-01-08 21:02:00,2025-01-08 21:44:00,2025-01-09 01:54:00,,,2025-01-09 04:13:00,2025-01-09 08:04:00,TREN,30.0,401.0,0.0,0.0,79.30666666666666,42,370,18.65,1
ORD000257,EV,MidVan,Francia,2,2025-01-08 12:59:00,2025-01-08 21:10:00,2025-01-08 21:55:00,2025-01-09 10:53:00,2025-01-09 07:14:00,2025-01-09 08:47:00,2025-01-09 13:13:00,2025-01-09 16:35:00,CAMION,30.0,450.0,56.72,74.0,71.93666666666667,45,468,27.6,1
ORD000278,ICE,MidVan,Iberia,2,2025-01-08 12:54:00,2025-01-08 21:08:00,2025-01-08 22:28:00,2025-01-09 04:08:00,,,2025-01-09 05:59:00,2025-01-09 13:24:00,CAMION,24.0,468.0,0.0,0.0,75.39666666666666,80,556,24.5,1
ORD000263,EV,MidVan,Alemania,2,2025-01-08 13:21:00,2025-01-08 21:20:00,2025-01-08 22:49:00,2025-01-09 09:40:00,2025-01-09 06:49:00,2025-01-09 08:18:00,2025-01-09 11:52:00,2025-01-09 13:37:00,TREN,42.0,427.0,59.66,49.0,82.49666666666667,89,319,24.266666666666666,1
ORD000259,ICE,LargeVan,Benelux,3,2025-01-08 13:47:00,2025-01-08 21:58:00,2025-01-08 22:58:00,2025-01-09 03:57:00,,,2025-01-09 06:15:00,2025-01-09 08:41:00,CAMION,36.0,457.0,0.0,0.0,65.17666666666668,60,284,18.9,1
ORD000260,ICE,LargeVan,Alemania,2,2025-01-08 14:02:00,2025-01-08 22:23:00,2025-01-08 23:55:00,2025-01-09 05:52:00,,,2025-01-09 08:41:00,2025-01-09 13:07:00,CAMION,42.0,470.0,0.0,0.0,72.17333333333333,92,435,23.083333333333332,1
ORD000258,EV,MidVan,Francia,2,2025-01-08 15:07:00,2025-01-08 22:28:00,2025-01-09 00:10:00,2025-01-09 10:13:00,2025-01-09 07:08:00,2025-01-09 08:54:00,2025-01-09 10:42:00,2025-01-09 14:04:00,TREN,30.0,415.0,48.37,68.0,85.88,102,310,22.95,1
ORD000254,EV,MidVan,Iberia,2,2025-01-08 13:44:00,2025-01-08 22:43:00,2025-01-08 23:12:00,2025-01-09 09:38:00,2025-01-09 07:09:00,2025-01-09 09:00:00,2025-01-09 12:26:00,2025-01-09 15:57:00,CAMION,24.0,489.0,47.0,69.0,87.36666666666667,29,417,26.216666666666665,1
ORD000270,EV,LargeVan,Benelux,1,2025-01-08 15:00:00,2025-01-08 23:52:00,2025-01-09 00:58:00,2025-01-09 08:26:00,2025-01-09 06:26:00,2025-01-09 07:30:00,2025-01-09 10:41:00,2025-01-09 14:24:00,TREN,36.0,491.0,34.23,26.0,85.92666666666666,66,414,23.4,1
ORD000266,EV,MidVan,Francia,1,2025-01-08 16:18:00,2025-01-09 00:13:00,2025-01-09 01:52:00,2025-01-09 08:58:00,2025-01-09 06:33:00,2025-01-09 07:38:00,2025-01-09 10:32:00,2025-01-09 14:43:00,CAMION,30.0,442.0,35.98,33.0,84.16000000000001,99,425,22.416666666666668,1
ORD000272,ICE,MidVan,Alemania,1,2025-01-08 17:28:00,2025-01-09 01:10:00,2025-01-09 01:46:00,2025-01-09 07:04:00,,,2025-01-09 09:27:00,2025-01-09 13:22:00,CAMION,42.0,420.0,0.0,0.0,73.38333333333333,36,378,19.9,1
ORD000246,EV,CrewVan,Alemania,1,2025-01-08 17:30:00,2025-01-09 01:09:00,2025-01-09 01:53:00,2025-01-09 10:59:00,2025-01-09 06:53:00,2025-01-09 08:41:00,2025-01-09 13:19:00,2025-01-09 16:00:00,CAMION,42.0,432.0,59.09,53.0,82.79666666666667,44,439,22.5,1
ORD000251,ICE,CrewVan,Francia,2,2025-01-08 18:12:00,2025-01-09 02:00:00,2025-01-09 03:37:00,2025-01-09 08:32:00,,,2025-01-09 10:00:00,2025-01-09 14:48:00,TREN,30.0,443.0,0.0,0.0,74.99666666666667,97,376,20.6,1
ORD000264,ICE,MidVan,Alemania,1,2025-01-08 18:41:00,2025-01-09 02:26:00,2025-01-09 03:55:00,2025-01-09 08:45:00,,,2025-01-09 11:26:00,2025-01-09 16:26:00,CAMION,42.0,429.0,0.0,0.0,75.44666666666667,89,461,21.75,1
ORD000267,ICE,MidVan,Iberia,2,2025-01-08 19:57:00,2025-01-09 02:57:00,2025-01-09 03:31:00,2025-01-09 08:06:00,,,2025-01-09 10:09:00,2025-01-09 13:38:00,CAMION,24.0,379.0,0.0,0.0,65.33999999999999,34,332,17.683333333333334,1
ORD000274,ICE,LargeVan,Francia,2,2025-01-08 19:04:00,2025-01-09 03:03:00,2025-01-09 04:47:00,2025-01-09 09:54:00,,,2025-01-09 11:34:00,2025-01-09 16:05:00,CAMION,30.0,447.0,0.0,0.0,72.79333333333334,104,371,21.016666666666666,1
