sesion_id,vehiculo_id,slot_id,inicio_sesion,fin_sesion,energia_entregada_kwh,tiempo_espera_previo_min,carga_interrumpida_flag,causa_interrupcion
SES_00011188,VEH_0035395,SLOT_006,2025-08-09 23:02:00,2025-08-09 23:31:00,48.598,67,0,SIN_INTERRUPCION
SES_00011187,VEH_0035390,SLOT_013,2025-08-09 23:12:00,2025-08-10 00:54:00,45.611,58,0,SIN_INTERRUPCION
SES_00011191,VEH_0035389,SLOT_001,2025-08-09 23:15:00,2025-08-10 00:43:00,53.565,55,0,SIN_INTERRUPCION
SES_00011195,VEH_0035398,SLOT_026,2025-08-09 23:16:00,2025-08-09 23:43:00,32.537,86,0,SIN_INTERRUPCION
SES_00011186,VEH_0035375,SLOT_030,2025-08-09 23:17:00,2025-08-09 23:48:00,47.364,110,0,SIN_INTERRUPCION
SES_00011192,VEH_0035380,SLOT_018,2025-08-09 23:25:00,2025-08-10 01:33:00,56.862,50,0,SIN_INTERRUPCION
SES_00011190,VEH_0035378,SLOT_031,2025-08-09 23:37:00,2025-08-10 00:33:00,73.66,87,0,SIN_INTERRUPCION
SES_00011194,VEH_0035374,SLOT_007,2025-08-09 23:39:00,2025-08-10 00:16:00,56.313,72,0,SIN_INTERRUPCION
SES_00011196,VEH_0035379,SLOT_005,2025-08-09 23:53:00,2025-08-10 01:08:00,62.638,79,0,SIN_INTERRUPCION
SES_00011201,VEH_0035393,SLOT_004,2025-08-10 00:17:00,2025-08-10 00:59:00,45.384,65,0,SIN_INTERRUPCION
SES_00011198,VEH_0035394,SLOT_028,2025-08-10 00:25:00,2025-08-10 01:08:00,41.875,48,0,SIN_INTERRUPCION
SES_00011199,VEH_0035406,SLOT_027,2025-08-10 00:27:00,2025-08-10 02:01:00,61.537,36,0,SIN_INTERRUPCION
SES_00011197,VEH_0035391,SLOT_020,2025-08-10 00:29:00,2025-08-10 01:24:00,45.028,46,0,SIN_INTERRUPCION
SES_00011200,VEH_0035392,SLOT_016,2025-08-10 00:43:00,2025-08-10 01:15:00,51.941,50,0,SIN_INTERRUPCION
SES_00011203,VEH_0035403,SLOT_002,2025-08-10 01:12:00,2025-08-10 01:46:00,47.814,75,0,SIN_INTERRUPCION
SES_00011202,VEH_0035404,SLOT_024,2025-08-10 01:16:00,2025-08-10 02:19:00,38.614,56,0,SIN_INTERRUPCION
SES_00011204,VEH_0035397,SLOT_003,2025-08-10 01:30:00,2025-08-10 02:43:00,57.419,46,0,SIN_INTERRUPCION
SES_00011205,VEH_0035401,SLOT_021,2025-08-10 02:19:00,2025-08-10 03:11:00,54.367,67,0,SIN_INTERRUPCION
SES_00011208,VEH_0035419,SLOT_022,2025-08-10 03:19:00,2025-08-10 04:39:00,43.815,65,0,SIN_INTERRUPCION
SES_00011206,VEH_0035416,SLOT_009,2025-08-10 04:01:00,2025-08-10 04:32:00,51.664,57,0,SIN_INTERRUPCION
SES_00011213,VEH_0035423,SLOT_011,2025-08-10 04:25:00,2025-08-10 04:47:00,72.85,61,0,SIN_INTERRUPCION
SES_00011211,VEH_0035428,SLOT_025,2025-08-10 04:54:00,2025-08-10 05:43:00,49.828,40,0,SIN_INTERRUPCION
SES_00011220,VEH_0035437,SLOT_017,2025-08-10 05:14:00,2025-08-10 06:43:00,59.62,63,0,SIN_INTERRUPCION
SES_00011207,VEH_0035421,SLOT_029,2025-08-10 05:19:00,2025-08-10 06:05:00,57.236,58,0,SIN_INTERRUPCION
SES_00011209,VEH_0035414,SLOT_012,2025-08-10 05:25:00,2025-08-10 06:23:00,66.298,62,0,SIN_INTERRUPCION
SES_00011210,VEH_0035420,SLOT_032,2025-08-10 05:35:00,2025-08-10 06:14:00,38.504,97,1,REASIGNACION_SLOT
SES_00011215,VEH_0035426,SLOT_010,2025-08-10 05:39:00,2025-08-10 06:52:00,51.229,85,0,SIN_INTERRUPCION
SES_00011216,VEH_0035418,SLOT_023,2025-08-10 05:39:00,2025-08-10 06:37:00,58.36,69,0,SIN_INTERRUPCION
SES_00011214,VEH_0035436,SLOT_014,2025-08-10 05:49:00,2025-08-10 06:26:00,41.94,60,0,SIN_INTERRUPCION
SES_00011212,VEH_0035415,SLOT_008,2025-08-10 05:59:00,2025-08-10 06:24:00,46.045,65,0,SIN_INTERRUPCION
SES_00011219,VEH_0035432,SLOT_030,2025-08-10 06:25:00,2025-08-10 07:07:00,59.1,90,0,SIN_INTERRUPCION
SES_00011218,VEH_0035433,SLOT_019,2025-08-10 06:34:00,2025-08-10 07:10:00,23.895,76,0,SIN_INTERRUPCION
SES_00011217,VEH_0035427,SLOT_006,2025-08-10 06:45:00,2025-08-10 07:29:00,73.749,71,0,SIN_INTERRUPCION
SES_00011224,VEH_0035431,SLOT_001,2025-08-10 07:17:00,2025-08-10 08:58:00,48.878,54,0,SIN_INTERRUPCION
SES_00011223,VEH_0035444,SLOT_031,2025-08-10 07:19:00,2025-08-10 08:27:00,57.488,71,0,SIN_INTERRUPCION
SES_00011227,VEH_0035449,SLOT_016,2025-08-10 07:22:00,2025-08-10 07:58:00,47.347,35,0,SIN_INTERRUPCION
SES_00011222,VEH_0035446,SLOT_007,2025-08-10 07:29:00,2025-08-10 08:15:00,54.969,74,0,SIN_INTERRUPCION
SES_00011221,VEH_0035422,SLOT_026,2025-08-10 07:34:00,2025-08-10 08:24:00,48.992,80,0,SIN_INTERRUPCION
SES_00011228,VEH_0035462,SLOT_028,2025-08-10 07:51:00,2025-08-10 08:29:00,24.66,76,0,SIN_INTERRUPCION
SES_00011226,VEH_0035442,SLOT_013,2025-08-10 07:54:00,2025-08-10 09:42:00,64.951,85,0,SIN_INTERRUPCION
SES_00011225,VEH_0035438,SLOT_004,2025-08-10 08:03:00,2025-08-10 08:37:00,41.749,68,0,SIN_INTERRUPCION
SES_00011229,VEH_0035450,SLOT_005,2025-08-10 08:11:00,2025-08-10 09:00:00,38.663,49,1,MICROCORTE_ENERGIA
SES_00011232,VEH_0035452,SLOT_002,2025-08-10 08:14:00,2025-08-10 08:36:00,25.126,27,0,SIN_INTERRUPCION
SES_00011234,VEH_0035456,SLOT_024,2025-08-10 08:40:00,2025-08-10 10:09:00,51.813,48,0,SIN_INTERRUPCION
SES_00011230,VEH_0035451,SLOT_020,2025-08-10 09:10:00,2025-08-10 10:00:00,50.54,82,0,SIN_INTERRUPCION
SES_00011235,VEH_0035454,SLOT_003,2025-08-10 09:27:00,2025-08-10 10:45:00,65.494,40,0,SIN_INTERRUPCION
SES_00011231,VEH_0035458,SLOT_018,2025-08-10 09:36:00,2025-08-10 10:58:00,30.119,81,1,MICROCORTE_ENERGIA
SES_00011233,VEH_0035445,SLOT_027,2025-08-10 09:53:00,2025-08-10 11:18:00,53.695,32,0,SIN_INTERRUPCION
SES_00011236,VEH_0035447,SLOT_021,2025-08-10 10:07:00,2025-08-10 10:52:00,38.839,53,0,SIN_INTERRUPCION
SES_00011239,VEH_0035448,SLOT_011,2025-08-10 10:08:00,2025-08-10 10:38:00,73.126,77,0,SIN_INTERRUPCION
SES_00011238,VEH_0035457,SLOT_022,2025-08-10 10:10:00,2025-08-10 12:10:00,59.054,29,0,SIN_INTERRUPCION
SES_00011237,VEH_0035455,SLOT_009,2025-08-10 10:25:00,2025-08-10 10:56:00,45.09,83,0,SIN_INTERRUPCION
SES_00011240,VEH_0035460,SLOT_025,2025-08-10 10:55:00,2025-08-10 11:46:00,37.653,76,0,SIN_INTERRUPCION
SES_00011241,VEH_0035453,SLOT_029,2025-08-10 10:56:00,2025-08-10 11:53:00,72.169,76,0,SIN_INTERRUPCION
SES_00011246,VEH_0035472,SLOT_023,2025-08-10 12:07:00,2025-08-10 13:12:00,51.694,51,0,SIN_INTERRUPCION
SES_00011242,VEH_0035476,SLOT_032,2025-08-10 12:16:00,2025-08-10 13:13:00,41.306,63,0,SIN_INTERRUPCION
SES_00011249,VEH_0035490,SLOT_030,2025-08-10 12:44:00,2025-08-10 13:10:00,51.514,49,0,SIN_INTERRUPCION
SES_00011245,VEH_0035482,SLOT_012,2025-08-10 12:45:00,2025-08-10 13:11:00,47.286,39,0,SIN_INTERRUPCION
SES_00011248,VEH_0035486,SLOT_010,2025-08-10 13:17:00,2025-08-10 14:35:00,43.852,40,1,MICROCORTE_ENERGIA
SES_00011243,VEH_0035471,SLOT_014,2025-08-10 13:18:00,2025-08-10 14:28:00,67.313,97,0,SIN_INTERRUPCION
SES_00011247,VEH_0035477,SLOT_017,2025-08-10 13:47:00,2025-08-10 15:27:00,61.945,86,0,SIN_INTERRUPCION
SES_00011244,VEH_0035470,SLOT_008,2025-08-10 13:48:00,2025-08-10 14:27:00,51.718,63,0,SIN_INTERRUPCION
SES_00011250,VEH_0035474,SLOT_019,2025-08-10 14:01:00,2025-08-10 15:47:00,61.207,68,0,SIN_INTERRUPCION
SES_00011253,VEH_0035491,SLOT_007,2025-08-10 14:35:00,2025-08-10 15:11:00,40.813,87,0,SIN_INTERRUPCION
SES_00011251,VEH_0035483,SLOT_006,2025-08-10 14:41:00,2025-08-10 15:14:00,39.934,81,1,REASIGNACION_SLOT
SES_00011252,VEH_0035484,SLOT_016,2025-08-10 15:00:00,2025-08-10 15:28:00,38.418,65,0,SIN_INTERRUPCION
SES_00011256,VEH_0035494,SLOT_031,2025-08-10 15:02:00,2025-08-10 15:48:00,50.522,68,0,SIN_INTERRUPCION
SES_00011257,VEH_0035495,SLOT_004,2025-08-10 15:14:00,2025-08-10 16:21:00,61.74,15,0,SIN_INTERRUPCION
SES_00011255,VEH_0035487,SLOT_028,2025-08-10 15:54:00,2025-08-10 16:42:00,44.107,52,0,SIN_INTERRUPCION
SES_00011254,VEH_0035496,SLOT_026,2025-08-10 16:17:00,2025-08-10 17:02:00,54.206,75,0,SIN_INTERRUPCION
SES_00011259,VEH_0035492,SLOT_001,2025-08-10 16:26:00,2025-08-10 17:47:00,52.077,65,0,SIN_INTERRUPCION
SES_00011258,VEH_0035481,SLOT_002,2025-08-10 16:47:00,2025-08-10 17:19:00,65.977,47,0,SIN_INTERRUPCION
SES_00011260,VEH_0035498,SLOT_005,2025-08-10 17:35:00,2025-08-10 18:29:00,35.733,51,1,ALERTA_TERMICA
SES_00011262,VEH_0035507,SLOT_020,2025-08-10 18:55:00,2025-08-10 19:35:00,46.649,31,0,SIN_INTERRUPCION
SES_00011261,VEH_0035499,SLOT_013,2025-08-10 19:38:00,2025-08-10 21:24:00,41.606,90,1,REASIGNACION_SLOT
SES_00011263,VEH_0035504,SLOT_024,2025-08-10 19:47:00,2025-08-10 20:54:00,44.887,48,0,SIN_INTERRUPCION
SES_00011264,VEH_0035517,SLOT_011,2025-08-10 20:14:00,2025-08-10 20:36:00,33.426,75,0,SIN_INTERRUPCION
SES_00011265,VEH_0035508,SLOT_003,2025-08-10 20:17:00,2025-08-10 21:39:00,69.294,76,0,SIN_INTERRUPCION
SES_00011267,VEH_0035512,SLOT_021,2025-08-10 20:50:00,2025-08-10 21:36:00,51.808,51,0,SIN_INTERRUPCION
SES_00011269,VEH_0035506,SLOT_027,2025-08-10 20:58:00,2025-08-10 21:36:00,28.321,95,0,SIN_INTERRUPCION
SES_00011272,VEH_0035522,SLOT_022,2025-08-10 20:59:00,2025-08-10 22:14:00,26.942,36,1,REASIGNACION_SLOT
SES_00011268,VEH_0035513,SLOT_018,2025-08-10 21:02:00,2025-08-10 22:53:00,44.823,74,0,SIN_INTERRUPCION
SES_00011266,VEH_0035502,SLOT_009,2025-08-10 21:08:00,2025-08-10 21:44:00,76.203,59,0,SIN_INTERRUPCION
SES_00011273,VEH_0035518,SLOT_012,2025-08-10 21:10:00,2025-08-10 21:38:00,29.605,53,1,ALERTA_TERMICA
SES_00011270,VEH_0035516,SLOT_025,2025-08-10 21:33:00,2025-08-10 22:27:00,51.825,74,0,SIN_INTERRUPCION
SES_00011276,VEH_0035521,SLOT_032,2025-08-10 21:44:00,2025-08-10 22:35:00,71.291,72,0,SIN_INTERRUPCION
SES_00011277,VEH_0035503,SLOT_014,2025-08-10 22:06:00,2025-08-10 22:48:00,45.988,76,0,SIN_INTERRUPCION
SES_00011271,VEH_0035505,SLOT_029,2025-08-10 22:13:00,2025-08-10 22:53:00,47.567,44,0,SIN_INTERRUPCION
SES_00011280,VEH_0035509,SLOT_007,2025-08-10 22:24:00,2025-08-10 23:00:00,60.799,73,0,SIN_INTERRUPCION
SES_00011285,VEH_0035535,SLOT_031,2025-08-10 22:37:00,2025-08-10 23:20:00,44.799,33,0,SIN_INTERRUPCION
SES_00011275,VEH_0035515,SLOT_030,2025-08-10 22:37:00,2025-08-10 23:02:00,47.221,59,0,SIN_INTERRUPCION
SES_00011278,VEH_0035527,SLOT_010,2025-08-10 22:59:00,2025-08-11 00:30:00,53.042,50,0,SIN_INTERRUPCION
SES_00011279,VEH_0035520,SLOT_008,2025-08-10 23:14:00,2025-08-10 23:47:00,36.558,77,1,ALERTA_TERMICA
SES_00011274,VEH_0035511,SLOT_023,2025-08-10 23:20:00,2025-08-11 00:09:00,43.808,81,0,SIN_INTERRUPCION
SES_00011282,VEH_0035519,SLOT_016,2025-08-10 23:34:00,2025-08-11 00:11:00,54.699,66,0,SIN_INTERRUPCION
SES_00011281,VEH_0035528,SLOT_006,2025-08-10 23:45:00,2025-08-11 00:26:00,50.971,53,0,SIN_INTERRUPCION
SES_00011289,VEH_0035537,SLOT_002,2025-08-10 23:50:00,2025-08-11 00:26:00,57.046,32,0,SIN_INTERRUPCION
SES_00011286,VEH_0035544,SLOT_004,2025-08-11 00:00:00,2025-08-11 01:17:00,40.804,41,1,REASIGNACION_SLOT
SES_00011288,VEH_0035538,SLOT_026,2025-08-11 00:08:00,2025-08-11 01:08:00,63.224,66,0,SIN_INTERRUPCION
SES_00011284,VEH_0035526,SLOT_019,2025-08-11 00:23:00,2025-08-11 01:37:00,53.515,62,0,SIN_INTERRUPCION
SES_00011290,VEH_0035531,SLOT_001,2025-08-11 00:40:00,2025-08-11 01:56:00,44.043,54,0,SIN_INTERRUPCION
SES_00011287,VEH_0035529,SLOT_028,2025-08-11 00:51:00,2025-08-11 01:26:00,39.657,68,0,SIN_INTERRUPCION
SES_00011295,VEH_0035546,SLOT_013,2025-08-11 00:59:00,2025-08-11 03:10:00,60.922,44,0,SIN_INTERRUPCION
SES_00011283,VEH_0035533,SLOT_017,2025-08-11 01:09:00,2025-08-11 02:53:00,53.318,77,0,SIN_INTERRUPCION
SES_00011292,VEH_0035543,SLOT_020,2025-08-11 01:33:00,2025-08-11 02:42:00,63.221,59,0,SIN_INTERRUPCION
SES_00011296,VEH_0035545,SLOT_021,2025-08-11 01:34:00,2025-08-11 02:24:00,50.669,48,0,SIN_INTERRUPCION
SES_00011291,VEH_0035540,SLOT_005,2025-08-11 01:42:00,2025-08-11 02:24:00,46.066,20,0,SIN_INTERRUPCION
SES_00011294,VEH_0035530,SLOT_024,2025-08-11 01:56:00,2025-08-11 04:02:00,60.261,68,0,SIN_INTERRUPCION
SES_00011298,VEH_0035556,SLOT_027,2025-08-11 02:19:00,2025-08-11 04:00:00,46.525,49,0,SIN_INTERRUPCION
SES_00011297,VEH_0035547,SLOT_003,2025-08-11 02:34:00,2025-08-11 03:58:00,59.19,80,0,SIN_INTERRUPCION
SES_00011293,VEH_0035525,SLOT_011,2025-08-11 02:57:00,2025-08-11 03:30:00,59.761,71,0,SIN_INTERRUPCION
SES_00011299,VEH_0035551,SLOT_009,2025-08-11 03:16:00,2025-08-11 03:58:00,62.195,57,0,SIN_INTERRUPCION
SES_00011301,VEH_0035550,SLOT_022,2025-08-11 03:44:00,2025-08-11 05:28:00,56.31,88,0,SIN_INTERRUPCION
SES_00011307,VEH_0035567,SLOT_018,2025-08-11 04:02:00,2025-08-11 05:06:00,39.201,61,0,SIN_INTERRUPCION
SES_00011309,VEH_0035561,SLOT_031,2025-08-11 04:02:00,2025-08-11 05:07:00,68.071,66,0,SIN_INTERRUPCION
SES_00011302,VEH_0035542,SLOT_025,2025-08-11 04:04:00,2025-08-11 04:45:00,46.123,85,0,SIN_INTERRUPCION
SES_00011304,VEH_0035579,SLOT_014,2025-08-11 04:25:00,2025-08-11 04:58:00,37.56,88,0,SIN_INTERRUPCION
SES_00011300,VEH_0035562,SLOT_012,2025-08-11 04:25:00,2025-08-11 05:24:00,64.074,88,0,SIN_INTERRUPCION
SES_00011306,VEH_0035563,SLOT_030,2025-08-11 04:27:00,2025-08-11 04:56:00,58.749,95,0,SIN_INTERRUPCION
SES_00011308,VEH_0035566,SLOT_007,2025-08-11 04:39:00,2025-08-11 05:18:00,37.295,102,1,MICROCORTE_ENERGIA
SES_00011310,VEH_0035568,SLOT_008,2025-08-11 05:18:00,2025-08-11 05:51:00,59.239,78,0,SIN_INTERRUPCION
SES_00011303,VEH_0035553,SLOT_032,2025-08-11 05:22:00,2025-08-11 05:57:00,46.009,106,0,SIN_INTERRUPCION
SES_00011311,VEH_0035572,SLOT_023,2025-08-11 05:27:00,2025-08-11 06:24:00,42.974,90,0,SIN_INTERRUPCION
SES_00011314,VEH_0035575,SLOT_002,2025-08-11 05:41:00,2025-08-11 06:09:00,50.337,67,0,SIN_INTERRUPCION
SES_00011315,VEH_0035549,SLOT_010,2025-08-11 05:46:00,2025-08-11 06:56:00,47.913,47,0,SIN_INTERRUPCION
SES_00011305,VEH_0035571,SLOT_029,2025-08-11 05:59:00,2025-08-11 06:38:00,35.317,86,0,SIN_INTERRUPCION
SES_00011313,VEH_0035573,SLOT_006,2025-08-11 06:02:00,2025-08-11 06:50:00,46.374,87,0,SIN_INTERRUPCION
SES_00011316,VEH_0035557,SLOT_026,2025-08-11 06:12:00,2025-08-11 06:50:00,50.869,69,0,SIN_INTERRUPCION
SES_00011312,VEH_0035583,SLOT_016,2025-08-11 06:13:00,2025-08-11 06:42:00,40.822,75,0,SIN_INTERRUPCION
SES_00011317,VEH_0035577,SLOT_004,2025-08-11 06:50:00,2025-08-11 07:32:00,32.804,102,0,SIN_INTERRUPCION
SES_00011319,VEH_0035590,SLOT_019,2025-08-11 06:56:00,2025-08-11 07:49:00,41.745,75,0,SIN_INTERRUPCION
SES_00011318,VEH_0035588,SLOT_028,2025-08-11 07:09:00,2025-08-11 08:03:00,49.527,98,0,SIN_INTERRUPCION
SES_00011320,VEH_0035592,SLOT_001,2025-08-11 07:18:00,2025-08-11 08:40:00,37.846,104,1,ALERTA_TERMICA
SES_00011321,VEH_0035580,SLOT_005,2025-08-11 07:40:00,2025-08-11 08:52:00,51.056,81,1,REASIGNACION_SLOT
SES_00011323,VEH_0035586,SLOT_020,2025-08-11 07:54:00,2025-08-11 09:00:00,63.508,58,0,SIN_INTERRUPCION
SES_00011324,VEH_0035591,SLOT_017,2025-08-11 08:10:00,2025-08-11 09:59:00,58.651,79,0,SIN_INTERRUPCION
SES_00011327,VEH_0035601,SLOT_003,2025-08-11 08:14:00,2025-08-11 09:16:00,45.292,53,0,SIN_INTERRUPCION
SES_00011322,VEH_0035584,SLOT_021,2025-08-11 08:44:00,2025-08-11 09:31:00,52.317,84,0,SIN_INTERRUPCION
SES_00011325,VEH_0035599,SLOT_013,2025-08-11 09:07:00,2025-08-11 10:43:00,55.817,75,0,SIN_INTERRUPCION
SES_00011329,VEH_0035600,SLOT_027,2025-08-11 09:31:00,2025-08-11 11:08:00,42.439,65,0,SIN_INTERRUPCION
SES_00011328,VEH_0035598,SLOT_024,2025-08-11 09:37:00,2025-08-11 11:01:00,40.956,78,1,FALLO_CONECTOR
SES_00011326,VEH_0035595,SLOT_011,2025-08-11 10:09:00,2025-08-11 10:31:00,45.712,71,0,SIN_INTERRUPCION
SES_00011331,VEH_0035597,SLOT_025,2025-08-11 10:11:00,2025-08-11 11:03:00,42.952,76,0,SIN_INTERRUPCION
SES_00011330,VEH_0035603,SLOT_009,2025-08-11 10:13:00,2025-08-11 10:43:00,50.393,92,0,SIN_INTERRUPCION
SES_00011333,VEH_0035608,SLOT_031,2025-08-11 11:23:00,2025-08-11 12:28:00,48.7,82,0,SIN_INTERRUPCION
SES_00011334,VEH_0035604,SLOT_014,2025-08-11 11:26:00,2025-08-11 12:34:00,62.489,103,0,SIN_INTERRUPCION
SES_00011335,VEH_0035618,SLOT_018,2025-08-11 11:51:00,2025-08-11 13:39:00,50.119,66,0,SIN_INTERRUPCION
SES_00011337,VEH_0035613,SLOT_012,2025-08-11 11:51:00,2025-08-11 12:25:00,30.832,60,1,ALERTA_TERMICA
SES_00011332,VEH_0035605,SLOT_030,2025-08-11 11:54:00,2025-08-11 12:25:00,42.08,78,0,SIN_INTERRUPCION
SES_00011339,VEH_0035609,SLOT_032,2025-08-11 12:36:00,2025-08-11 13:11:00,33.362,46,0,SIN_INTERRUPCION
SES_00011338,VEH_0035607,SLOT_022,2025-08-11 12:38:00,2025-08-11 15:17:00,74.921,56,0,SIN_INTERRUPCION
SES_00011340,VEH_0035616,SLOT_008,2025-08-11 12:47:00,2025-08-11 13:22:00,50.159,74,0,SIN_INTERRUPCION
SES_00011341,VEH_0035617,SLOT_002,2025-08-11 12:51:00,2025-08-11 13:26:00,49.708,42,0,SIN_INTERRUPCION
SES_00011336,VEH_0035615,SLOT_007,2025-08-11 13:19:00,2025-08-11 14:06:00,33.671,107,1,ALERTA_TERMICA
SES_00011343,VEH_0035614,SLOT_016,2025-08-11 13:36:00,2025-08-11 14:03:00,60.845,110,0,SIN_INTERRUPCION
SES_00011346,VEH_0035632,SLOT_006,2025-08-11 13:50:00,2025-08-11 14:12:00,35.852,43,0,SIN_INTERRUPCION
SES_00011342,VEH_0035619,SLOT_023,2025-08-11 14:01:00,2025-08-11 14:55:00,60.283,75,0,SIN_INTERRUPCION
SES_00011344,VEH_0035620,SLOT_029,2025-08-11 14:19:00,2025-08-11 14:48:00,39.158,70,0,SIN_INTERRUPCION
SES_00011345,VEH_0035624,SLOT_026,2025-08-11 14:33:00,2025-08-11 15:13:00,42.212,58,0,SIN_INTERRUPCION
SES_00011349,VEH_0035637,SLOT_019,2025-08-11 14:51:00,2025-08-11 16:07:00,63.849,40,0,SIN_INTERRUPCION
SES_00011347,VEH_0035630,SLOT_010,2025-08-11 14:53:00,2025-08-11 16:01:00,39.273,98,0,SIN_INTERRUPCION
SES_00011353,VEH_0035628,SLOT_020,2025-08-11 14:57:00,2025-08-11 15:46:00,44.51,43,0,SIN_INTERRUPCION
SES_00011350,VEH_0035621,SLOT_028,2025-08-11 15:15:00,2025-08-11 16:25:00,43.3,77,0,SIN_INTERRUPCION
SES_00011352,VEH_0035634,SLOT_005,2025-08-11 15:48:00,2025-08-11 16:56:00,60.788,52,1,MICROCORTE_ENERGIA
SES_00011354,VEH_0035626,SLOT_003,2025-08-11 16:02:00,2025-08-11 17:13:00,51.909,89,0,SIN_INTERRUPCION
SES_00011348,VEH_0035629,SLOT_004,2025-08-11 16:03:00,2025-08-11 16:58:00,69.639,99,0,SIN_INTERRUPCION
SES_00011357,VEH_0035631,SLOT_011,2025-08-11 16:17:00,2025-08-11 16:50:00,72.213,58,0,SIN_INTERRUPCION
SES_00011351,VEH_0035635,SLOT_001,2025-08-11 16:19:00,2025-08-11 17:21:00,38.973,107,1,ALERTA_TERMICA
SES_00011355,VEH_0035633,SLOT_021,2025-08-11 16:46:00,2025-08-11 17:24:00,62.742,104,0,SIN_INTERRUPCION
SES_00011358,VEH_0035640,SLOT_013,2025-08-11 16:48:00,2025-08-11 18:20:00,58.918,74,0,SIN_INTERRUPCION
SES_00011356,VEH_0035642,SLOT_017,2025-08-11 17:26:00,2025-08-11 18:57:00,51.452,100,0,SIN_INTERRUPCION
SES_00011359,VEH_0035641,SLOT_009,2025-08-11 18:58:00,2025-08-11 19:37:00,56.756,83,0,SIN_INTERRUPCION
SES_00011362,VEH_0035650,SLOT_025,2025-08-11 19:25:00,2025-08-11 20:10:00,49.323,96,0,SIN_INTERRUPCION
SES_00011367,VEH_0035659,SLOT_032,2025-08-11 20:12:00,2025-08-11 20:49:00,42.28,71,0,SIN_INTERRUPCION
SES_00011360,VEH_0035647,SLOT_027,2025-08-11 20:15:00,2025-08-11 21:18:00,37.489,58,0,SIN_INTERRUPCION
SES_00011364,VEH_0035652,SLOT_030,2025-08-11 20:15:00,2025-08-11 20:55:00,45.945,57,0,SIN_INTERRUPCION
SES_00011361,VEH_0035660,SLOT_024,2025-08-11 20:35:00,2025-08-11 22:02:00,51.645,64,0,SIN_INTERRUPCION
SES_00011365,VEH_0035648,SLOT_031,2025-08-11 20:35:00,2025-08-11 21:18:00,34.037,58,0,SIN_INTERRUPCION
SES_00011363,VEH_0035649,SLOT_012,2025-08-11 20:55:00,2025-08-11 21:34:00,40.964,81,0,SIN_INTERRUPCION
SES_00011370,VEH_0035654,SLOT_018,2025-08-11 20:58:00,2025-08-11 22:58:00,51.759,59,0,SIN_INTERRUPCION
SES_00011369,VEH_0035655,SLOT_008,2025-08-11 21:17:00,2025-08-11 21:47:00,39.094,84,0,SIN_INTERRUPCION
SES_00011368,VEH_0035651,SLOT_002,2025-08-11 21:30:00,2025-08-11 21:57:00,53.928,83,0,SIN_INTERRUPCION
SES_00011371,VEH_0035668,SLOT_006,2025-08-11 22:01:00,2025-08-11 22:46:00,51.898,84,0,SIN_INTERRUPCION
SES_00011372,VEH_0035662,SLOT_007,2025-08-11 22:20:00,2025-08-11 22:52:00,26.645,68,1,MICROCORTE_ENERGIA
SES_00011366,VEH_0035646,SLOT_014,2025-08-11 22:24:00,2025-08-11 23:17:00,67.231,84,0,SIN_INTERRUPCION
SES_00011373,VEH_0035663,SLOT_016,2025-08-11 22:29:00,2025-08-11 23:03:00,31.09,76,1,FALLO_CONECTOR
SES_00011374,VEH_0035665,SLOT_029,2025-08-11 22:29:00,2025-08-11 22:51:00,42.395,49,0,SIN_INTERRUPCION
SES_00011377,VEH_0035667,SLOT_022,2025-08-11 23:11:00,2025-08-12 00:51:00,45.251,65,0,SIN_INTERRUPCION
SES_00011376,VEH_0035661,SLOT_026,2025-08-11 23:24:00,2025-08-12 00:14:00,64.129,89,0,SIN_INTERRUPCION
SES_00011375,VEH_0035656,SLOT_023,2025-08-11 23:34:00,2025-08-12 00:38:00,58.15,94,0,SIN_INTERRUPCION
SES_00011381,VEH_0035671,SLOT_028,2025-08-12 00:01:00,2025-08-12 00:49:00,44.958,74,0,SIN_INTERRUPCION
SES_00011379,VEH_0035670,SLOT_010,2025-08-12 00:16:00,2025-08-12 01:23:00,38.768,102,0,SIN_INTERRUPCION
SES_00011380,VEH_0035672,SLOT_019,2025-08-12 00:24:00,2025-08-12 01:20:00,38.486,104,1,FALLO_CONECTOR
SES_00011382,VEH_0035669,SLOT_011,2025-08-12 00:32:00,2025-08-12 00:57:00,39.522,85,1,FALLO_CONECTOR
SES_00011384,VEH_0035678,SLOT_004,2025-08-12 00:37:00,2025-08-12 01:16:00,46.986,73,0,SIN_INTERRUPCION
SES_00011387,VEH_0035690,SLOT_021,2025-08-12 00:41:00,2025-08-12 01:22:00,58.535,67,0,SIN_INTERRUPCION
SES_00011385,VEH_0035666,SLOT_003,2025-08-12 00:45:00,2025-08-12 01:45:00,53.47,88,0,SIN_INTERRUPCION
SES_00011388,VEH_0035695,SLOT_013,2025-08-12 00:48:00,2025-08-12 01:58:00,38.922,85,0,SIN_INTERRUPCION
SES_00011395,VEH_0035684,SLOT_027,2025-08-12 00:56:00,2025-08-12 02:08:00,34.907,45,0,SIN_INTERRUPCION
SES_00011386,VEH_0035681,SLOT_001,2025-08-12 01:13:00,2025-08-12 02:44:00,58.194,83,0,SIN_INTERRUPCION
SES_00011378,VEH_0035664,SLOT_020,2025-08-12 01:16:00,2025-08-12 01:56:00,48.155,94,0,SIN_INTERRUPCION
